Annot	Term	Annotated	Significant	Pvalue	Padj	GeneID
GO:0032879	GO:0032879	regulation of localization	2516	48	3.6070595768045e-06	0.000341110850249702	Rab34,Per2,Azin1,Clec5a,Hspa5,Insig1,Gna12,Snta1,Otud7b,Rgcc,Cacng1,Scn3b,Cacna1s,Col1a1,Sgk1,Spag9,Syngr3,Bicd1,Slc25a23,Xbp1,Cxcl12,Acsl3,Trp53,Emp2,Gpnmb,Adipor1,Serpine2,Ikbkb,Mbtps1,Sparc,Cd63,Sdc3,Plxnd1,Srebf2,Hmgcr,Hnrnpm,Abca2,Cdh3,Mtmr2,Mbp,Mzb1,Fitm1,Sema5a,Ppid,Aacs,Hspa8,Acat2,Glul
GO:0051179	GO:0051179	localization	5612	85	4.16151005784506e-06	0.00038318746558947	Rab34,Slc39a13,Cd24a,Tfg,Per2,Azin1,Clec5a,Kcnk1,Rtp4,Dhcr24,Hspa5,Mprip,Gna12,Insig1,Mal,Slc7a2,Slc25a1,Arhgap24,Snta1,Otud7b,Rgcc,Cacng1,Fads2,Slco3a1,Klf15,Scn3b,Cacna1s,Efr3b,Col1a1,Sgk1,Syngr3,Bicd1,Spag9,Slc6a2,Myo10,Stard4,Ldlr,Slc25a23,Nav1,Atxn1,Fscn1,Xbp1,Cxcl12,Acsl3,Dusp18,Trp53,Gpnmb,Emp2,Lrrc8a,Adipor1,Pdia6,Serpine2,Slc9a9,Ikbkb,Mbtps1,Sparc,Pmp2,Arid5b,Cd63,Sdc3,Plxnd1,Fa2h,Srebf2,Hmgcr,Mtmr2,Hnrnpm,Cdh3,Abca2,Hyou1,Tmem63b,Mbp,Id4,Mzb1,Trpm3,Hspa8,Fitm1,Sema5a,Aacs,Slc41a1,Ppid,Ugt8a,Mapk8ip1,Acat2,Tacc1,Glul
GO:0016043	GO:0016043	cellular component organization	5645	85	5.31274032778293e-06	0.000476648164279807	Rab34,Vat1,Cd24a,Per2,Sptb,Col1a2,Rtp4,Dhcr24,Hspa5,Murc,Iqgap2,Angptl4,Frmd3,Insig1,Gna12,Arhgef10,Mal,Arhgap24,Snta1,Epyc,Leo1,Limch1,Rgcc,Dscc1,C1qtnf6,Lox,Scn3b,Drp2,Cacna1s,Chd5,Efr3b,Col1a1,Sgk1,Bicd1,Spag9,Pmp22,Myo10,Tesk2,Nav1,Fdps,Sesn1,Fscn1,Mpz,Xbp1,Cxcl12,Acsl3,Dusp18,Trp53,Emp2,Tet3,Lrrc8a,Adipor1,Adcy1,Serpine2,Marcks,Hsf4,Ikbkb,Mbtps1,Col14a1,Sparc,Pmp2,Cd63,Cdkn2d,Plxnd1,Fa2h,Srebf2,Fam107a,Hmgcr,Mtmr2,Mbp,Mzb1,Hsd17b12,Prex2,Col4a1,Mid1ip1,Hspa8,Fitm1,Sema5a,Ppid,Manf,Ugt8a,Tmod2,Tacc1,Glul,Ash2l
GO:0050789	GO:0050789	regulation of biological process	11067	141	5.54752347768824e-06	0.000485269616210778	Rab34,Vat1,Nlrp1b,Cd24a,Dhcr7,Tfg,Per2,Azin1,Clec5a,Col1a2,Sptb,Dhcr24,Maml3,Tef,Hspa5,Mprip,Murc,Secisbp2l,Iqgap2,Angptl4,Gna12,Insig1,Arhgef10,Itih5,Mal,Brinp1,Slc7a2,Arhgap24,Snta1,Otud7b,Col26a1,Col28a1,Leo1,Rgcc,Col4a2,Dscc1,Cacng1,Rfc3,Klf15,Scn3b,Cacna1s,Chd5,Phlda3,Col1a1,Tsc22d3,Sgk1,Syngr3,Bicd1,Spag9,Adcy8,Cyb5d2,Pmp22,Myo10,Stard4,Tesk2,Ldlr,Slc25a23,Med22,Atxn1,Fdps,Sesn1,Mvd,Dhrs3,Per3,Fscn1,Nsdhl,Gng12,Mpz,Plekhg2,Xbp1,Tsc22d4,Cxcl12,Acsl3,C4b,Dda1,Trp53,Gpnmb,Emp2,Tet3,Lrrc8a,Adipor1,Pdia6,Dcun1d4,Adcy1,Serpine2,Gatsl2,Hsf4,Cds2,Dennd4b,Ikbkb,Klf13,Ciart,Mbtps1,Col14a1,Sparc,Ppm1l,Hif3a,Arid5b,Lcorl,Cd63,Sdc3,Cdkn2d,Plxnd1,Fa2h,Srebf2,Dbp,Iigp1,Fam107a,Hmgcr,Mtmr2,Cdh3,Hnrnpm,Abca2,Mvk,Hyou1,Mbp,Rassf4,Ppp1r16b,Med13l,Mzb1,Id4,Hsd17b12,Prex2,Mid1ip1,Col4a1,Dzip3,Mt1,Hspa8,Fitm1,Sema5a,Aacs,Ppid,Mapk8ip1,Acat2,Tmod2,Cdk7,Tacc1,Glul,Ash2l,Ranbp9,Mt2
GO:0044237	GO:0044237	cellular metabolic process	9150	122	5.90212699493492e-06	0.000503696155006763	Nlrp1b,Cd24a,Per2,Azin1,Sptb,Dhcr24,Maml3,Tef,Hspa5,Mprip,Murc,Secisbp2l,Gna12,Insig1,Itih5,Pcyt2,Slc7a2,Snta1,Otud7b,Col28a1,Ppp2r2c,Leo1,Rgcc,Srd5a1,Col4a2,Dscc1,Fads2,Acly,Rfc3,Klf15,Elovl4,Chd5,Efr3b,Tmtc1,Col1a1,Pip5k1b,Tsc22d3,Sgk1,Spag9,Adcy8,Agl,Pigq,Stard4,Tesk2,Ldlr,Chst2,Slc25a23,Med22,Atxn1,Pank3,Fdps,Sesn1,Sbk1,Mvd,Dhrs3,Per3,Fdft1,Xbp1,Tsc22d4,Acsl3,Dusp18,Mboat1,Dda1,Hmgcs2,Trp53,Gpnmb,Emp2,Tet3,Adipor1,Dcun1d4,Adcy1,Elovl6,Mme,Serpine2,Tmem189,Hsf4,Cds2,Ikbkb,Klf13,Ciart,Ppm1l,Gar1,Idi1,Hif3a,Acss2,Arid5b,Lcorl,Cd63,Cdkn2d,Fa2h,Srebf2,Dbp,Iigp1,Hmgcr,Mtmr2,Cdh3,Hnrnpm,Abca2,St3gal3,Mvk,Mbp,Ppp1r16b,Med13l,Id4,Prex2,Hmgcs1,Mid1ip1,Dzip3,Hspa8,Fitm1,Sqle,Pja1,Aacs,Ppid,Ugt8a,Mapk8ip1,Acat2,Agpat3,Cdk7,Glul,Ash2l,Ranbp9
GO:0016053	GO:0016053	organic acid biosynthetic process	250	12	6.65743905407059e-06	0.000541729750004489	Per2,Insig1,Acly,Fads2,Elovl4,Stard4,Acsl3,Elovl6,Acss2,Fa2h,Mid1ip1,Glul
GO:0046394	GO:0046394	carboxylic acid biosynthetic process	250	12	6.65743905407059e-06	0.000541729750004489	Per2,Insig1,Acly,Fads2,Elovl4,Stard4,Acsl3,Elovl6,Acss2,Fa2h,Mid1ip1,Glul
GO:0042552	GO:0042552	myelination	135	9	7.16375503346514e-06	0.000569681337774876	Arhgef10,Mal,Pmp22,Mpz,Fa2h,Mtmr2,Mbp,Id4,Ugt8a
GO:0007272	GO:0007272	ensheathment of neurons	137	9	8.07429987652443e-06	0.000614173375390413	Arhgef10,Mal,Pmp22,Mpz,Fa2h,Mtmr2,Mbp,Id4,Ugt8a
GO:0008366	GO:0008366	axon ensheathment	137	9	8.07429987652443e-06	0.000614173375390413	Arhgef10,Mal,Pmp22,Mpz,Fa2h,Mtmr2,Mbp,Id4,Ugt8a
GO:0071840	GO:0071840	cellular component organization or biogenesis	5800	86	8.51198569874059e-06	0.000633690169359432	Rab34,Vat1,Cd24a,Per2,Col1a2,Sptb,Rtp4,Dhcr24,Hspa5,Murc,Iqgap2,Angptl4,Insig1,Gna12,Frmd3,Arhgef10,Mal,Arhgap24,Snta1,Epyc,Leo1,Limch1,Rgcc,Lox,Dscc1,C1qtnf6,Scn3b,Drp2,Cacna1s,Chd5,Efr3b,Col1a1,Sgk1,Bicd1,Spag9,Pmp22,Myo10,Tesk2,Nav1,Fdps,Sesn1,Fscn1,Mpz,Xbp1,Cxcl12,Acsl3,Dusp18,Trp53,Emp2,Tet3,Lrrc8a,Adipor1,Adcy1,Serpine2,Marcks,Hsf4,Ikbkb,Mbtps1,Col14a1,Sparc,Pmp2,Gar1,Cd63,Cdkn2d,Plxnd1,Fa2h,Srebf2,Fam107a,Hmgcr,Mtmr2,Mbp,Mzb1,Hsd17b12,Prex2,Mid1ip1,Col4a1,Hspa8,Fitm1,Sema5a,Ppid,Manf,Ugt8a,Tmod2,Tacc1,Glul,Ash2l
GO:0048518	GO:0048518	positive regulation of biological process	5373	81	9.86667822235778e-06	0.000719239731250623	Rab34,Nlrp1b,Cd24a,Tfg,Azin1,Clec5a,Maml3,Tef,Hspa5,Mprip,Murc,Iqgap2,Angptl4,Insig1,Arhgef10,Mal,Brinp1,Col26a1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Scn3b,Chd5,Phlda3,Col1a1,Sgk1,Syngr3,Bicd1,Spag9,Cyb5d2,Myo10,Stard4,Ldlr,Atxn1,Fdps,Mvd,Fscn1,Xbp1,Cxcl12,Acsl3,C4b,Trp53,Gpnmb,Emp2,Tet3,Adipor1,Dcun1d4,Adcy1,Serpine2,Hsf4,Ikbkb,Klf13,Sparc,Hif3a,Arid5b,Cd63,Plxnd1,Srebf2,Dbp,Hmgcr,Mtmr2,Hnrnpm,Cdh3,Mbp,Ppp1r16b,Id4,Mzb1,Hsd17b12,Mid1ip1,Hspa8,Fitm1,Sema5a,Aacs,Ppid,Acat2,Tmod2,Cdk7,Glul,Ash2l
GO:0065008	GO:0065008	regulation of biological quality	3362	57	1.35540932109905e-05	0.000967872900923589	Rab34,Slc39a13,Cd24a,Dhcr7,Per2,Kcnk1,Sptb,Col1a2,Mprip,Hspa5,Iqgap2,Angptl4,Gna12,Snta1,Srd5a1,Scn3b,Cacna1s,Sgk1,Tsc22d3,Myo10,Stard4,Ldlr,Slc25a23,Atxn1,Dhrs3,Per3,Lss,Xbp1,Tsc22d4,Cxcl12,Trp53,Emp2,Lrrc8a,Adipor1,Pdia6,Serpine2,Slc9a9,Klf13,Ikbkb,Col14a1,Plxnd1,Srebf2,Hmgcr,Mtmr2,Cdh3,Mbp,Mt1,Hspa8,Fitm1,Sema5a,Aacs,Slc41a1,Manf,Tmod2,Cdk7,Glul,Mt2
GO:0009240	GO:0009240	isopentenyl diphosphate biosynthetic process	6	3	1.77459363000614e-05	0.00119727535176987	Mvd,Idi1,Mvk
GO:0046490	GO:0046490	isopentenyl diphosphate metabolic process	6	3	1.77459363000614e-05	0.00119727535176987	Mvd,Idi1,Mvk
GO:0044707	GO:0044707	single-multicellular organism process	5997	87	1.77931747047823e-05	0.00119727535176987	Nlrp1b,Cd24a,Dhcr7,Per2,Clec5a,Col1a2,Sptb,Dhcr24,Tef,Hspa5,Murc,Angptl4,Gna12,Insig1,Arhgef10,Mal,Brinp1,Slc7a2,Arhgap24,Otud7b,Epyc,Leo1,Rgcc,Srd5a1,Lox,Col4a2,Klf15,Scn3b,Drp2,Cacna1s,Chd5,Col1a1,Tsc22d3,Sgk1,Spag9,Adcy8,Cyb5d2,Slc6a2,Pmp22,Ldlr,Nav1,Atxn1,Fdps,Dhrs3,Per3,Nsdhl,Paqr8,Mpz,Xbp1,Cxcl12,Acsl3,Trp53,Gpnmb,Emp2,Tet3,Lrrc8a,Adipor1,Adcy1,Serpine2,Syna,Hsf4,Ikbkb,Ciart,Klf13,Col14a1,Sparc,Hif3a,Arid5b,Cd63,Plxnd1,Fa2h,Dbp,Hmgcr,Mtmr2,Cdh3,Mbp,Ppp1r16b,Id4,Prex2,Col4a1,Sema5a,Aacs,Manf,Ugt8a,Acat2,Tmod2,Tacc1
GO:0044249	GO:0044249	cellular biosynthetic process	5145	77	2.45661818142353e-05	0.00162183151260395	Per2,Azin1,Sptb,Maml3,Tef,Murc,Secisbp2l,Insig1,Pcyt2,Slc7a2,Otud7b,Leo1,Rgcc,Srd5a1,Col4a2,Dscc1,Fads2,Acly,Rfc3,Klf15,Elovl4,Chd5,Col1a1,Pip5k1b,Tsc22d3,Adcy8,Pigq,Stard4,Ldlr,Med22,Atxn1,Pank3,Fdps,Mvd,Per3,Fdft1,Xbp1,Tsc22d4,Acsl3,Mboat1,Hmgcs2,Trp53,Tet3,Adcy1,Elovl6,Hsf4,Cds2,Ikbkb,Ciart,Klf13,Idi1,Acss2,Hif3a,Arid5b,Lcorl,Cdkn2d,Fa2h,Srebf2,Dbp,Hmgcr,Cdh3,Abca2,St3gal3,Mvk,Med13l,Id4,Hmgcs1,Mid1ip1,Hspa8,Fitm1,Ppid,Ugt8a,Mapk8ip1,Agpat3,Cdk7,Glul,Ash2l
GO:0006631	GO:0006631	fatty acid metabolic process	344	13	3.50186337171467e-05	0.00226907776622771	Per2,Insig1,Acly,Fads2,Elovl4,Acsl3,Adipor1,Elovl6,Acss2,Fa2h,Mid1ip1,Aacs,Acat2
GO:0048731	GO:0048731	system development	4414	68	3.72932327992076e-05	0.00237252766480777	Cd24a,Dhcr7,Per2,Clec5a,Sptb,Col1a2,Dhcr24,Hspa5,Murc,Angptl4,Insig1,Arhgef10,Mal,Brinp1,Arhgap24,Epyc,Leo1,Rgcc,Srd5a1,Lox,Col4a2,Klf15,Drp2,Cacna1s,Chd5,Col1a1,Sgk1,Tsc22d3,Spag9,Cyb5d2,Pmp22,Nav1,Atxn1,Fdps,Dhrs3,Nsdhl,Mpz,Xbp1,Cxcl12,Trp53,Emp2,Lrrc8a,Adipor1,Adcy1,Serpine2,Syna,Hsf4,Klf13,Ikbkb,Col14a1,Sparc,Hif3a,Arid5b,Plxnd1,Fa2h,Hmgcr,Mtmr2,Cdh3,Mbp,Ppp1r16b,Id4,Prex2,Col4a1,Sema5a,Aacs,Manf,Ugt8a,Tacc1
GO:0097435	GO:0097435	supramolecular fiber organization	567	17	4.34949102285905e-05	0.00270691161017083	Sptb,Col1a2,Murc,Iqgap2,Arhgef10,Rgcc,Lox,Col1a1,Sgk1,Fscn1,Emp2,Marcks,Col14a1,Mid1ip1,Sema5a,Hspa8,Tmod2
GO:0051050	GO:0051050	positive regulation of transport	1000	24	4.49457437357155e-05	0.00270691161017083	Rab34,Azin1,Clec5a,Rgcc,Scn3b,Sgk1,Syngr3,Bicd1,Xbp1,Acsl3,Cxcl12,Ikbkb,Cd63,Srebf2,Hnrnpm,Cdh3,Mtmr2,Mbp,Sema5a,Ppid,Aacs,Acat2,Hspa8,Glul
GO:0050896	GO:0050896	response to stimulus	8608	113	4.53507467909523e-05	0.00270691161017083	Rab34,Nlrp1b,Cd24a,Tfg,Per2,Clec5a,Col1a2,Rtp4,Dhcr24,Maml3,Hspa5,Murc,Iqgap2,Angptl4,Insig1,Gna12,Arhgef10,Mal,Brinp1,Trim34a,Slc7a2,Arhgap24,Otud7b,Sbspon,Leo1,Rgcc,Srd5a1,Lox,Col4a2,Klf15,Cacna1s,Gm4951,Chd5,Phlda3,Col1a1,Tsc22d3,Sgk1,Bicd1,Spag9,Adcy8,Slc6a2,Agl,Tesk2,Ldlr,Chst2,Slc25a23,Atxn1,Fdps,Sesn1,Dhrs3,Nsdhl,Gng12,Paqr8,Plekhg2,Xbp1,Tsc22d4,Cxcl12,C4b,Dusp18,Trp53,Gpnmb,Emp2,Lrrc8a,Adipor1,Pdia6,Adcy1,Mme,Serpine2,Gatsl2,Cds2,Dennd4b,Ikbkb,Col14a1,Sparc,Ppm1l,Idi1,Hif3a,Arid5b,Cd63,Cdkn2d,Plxnd1,Srebf2,Iigp1,Gbp6,Hmgcr,Mtmr2,Cdh3,Mvk,Hyou1,Cmtm6,Mbp,Rassf4,Ppp1r16b,Mzb1,Prex2,Hmgcs1,Col4a1,Dzip3,Mt1,Hspa8,Sqle,Sema5a,Aacs,Slc41a1,Ppid,Manf,Mapk8ip1,Tmod2,Cdk7,Glul,Ash2l,Ranbp9,Mt2
GO:0019637	GO:0019637	organophosphate metabolic process	936	23	4.56438368105399e-05	0.00270691161017083	Pcyt2,Efr3b,Pip5k1b,Adcy8,Pigq,Ldlr,Slc25a23,Pank3,Fdps,Mvd,Fdft1,Acsl3,Trp53,Mboat1,Adcy1,Cds2,Idi1,Hmgcr,Mtmr2,Mvk,Fitm1,Hspa8,Agpat3
GO:0001568	GO:0001568	blood vessel development	634	18	5.23906813068759e-05	0.00305524989821265	Dhcr7,Col1a2,Angptl4,Arhgap24,Rgcc,Lox,Col4a2,Col1a1,Nsdhl,Xbp1,Cxcl12,Emp2,Sparc,Hif3a,Plxnd1,Ppp1r16b,Col4a1,Sema5a
GO:0090407	GO:0090407	organophosphate biosynthetic process	467	15	5.73124883990481e-05	0.00328748191652901	Pcyt2,Pip5k1b,Adcy8,Pigq,Pank3,Fdps,Mvd,Acsl3,Mboat1,Adcy1,Cds2,Idi1,Mvk,Fitm1,Agpat3
GO:1902578	GO:1902578	single-organism localization	2717	47	5.84043049134452e-05	0.00329607520793782	Rab34,Cd24a,Per2,Azin1,Clec5a,Kcnk1,Mprip,Hspa5,Insig1,Mal,Slc7a2,Slc25a1,Rgcc,Slco3a1,Klf15,Scn3b,Efr3b,Bicd1,Slc6a2,Stard4,Ldlr,Slc25a23,Xbp1,Cxcl12,Acsl3,Trp53,Emp2,Pdia6,Serpine2,Slc9a9,Ikbkb,Mbtps1,Cd63,Srebf2,Hmgcr,Hnrnpm,Abca2,Cdh3,Mtmr2,Mbp,Mzb1,Hspa8,Sema5a,Ppid,Aacs,Acat2,Glul
GO:0006810	GO:0006810	transport	4313	66	6.32124215844864e-05	0.00351079782736695	Rab34,Slc39a13,Cd24a,Tfg,Per2,Azin1,Clec5a,Kcnk1,Rtp4,Hspa5,Insig1,Slc7a2,Slc25a1,Snta1,Rgcc,Cacng1,Fads2,Klf15,Slco3a1,Scn3b,Cacna1s,Col1a1,Sgk1,Syngr3,Bicd1,Spag9,Slc6a2,Myo10,Stard4,Ldlr,Slc25a23,Atxn1,Xbp1,Cxcl12,Acsl3,Dusp18,Trp53,Emp2,Lrrc8a,Pdia6,Serpine2,Slc9a9,Ikbkb,Mbtps1,Pmp2,Cd63,Fa2h,Srebf2,Hmgcr,Mtmr2,Hnrnpm,Abca2,Cdh3,Hyou1,Tmem63b,Mbp,Mzb1,Trpm3,Hspa8,Sema5a,Aacs,Slc41a1,Ppid,Mapk8ip1,Acat2,Glul
GO:0048523	GO:0048523	negative regulation of cellular process	4345	66	7.95077810405115e-05	0.00434683946657421	Vat1,Cd24a,Per2,Clec5a,Sptb,Dhcr24,Mprip,Hspa5,Angptl4,Insig1,Itih5,Brinp1,Arhgap24,Snta1,Otud7b,Col28a1,Leo1,Rgcc,Klf15,Chd5,Phlda3,Col1a1,Sgk1,Bicd1,Tsc22d3,Pmp22,Atxn1,Sesn1,Dhrs3,Per3,Mpz,Xbp1,Tsc22d4,Cxcl12,Trp53,Gpnmb,Adipor1,Serpine2,Gatsl2,Hsf4,Ciart,Klf13,Ikbkb,Sparc,Arid5b,Cd63,Cdkn2d,Plxnd1,Srebf2,Hmgcr,Mtmr2,Mvk,Hyou1,Mbp,Ppp1r16b,Id4,Mzb1,Prex2,Mid1ip1,Mt1,Hspa8,Sema5a,Ppid,Mapk8ip1,Tmod2,Ranbp9
GO:1902532	GO:1902532	negative regulation of intracellular signal transduction	486	15	8.94238395516688e-05	0.00481375407063522	Otud7b,Arhgap24,Phlda3,Sesn1,Xbp1,Cxcl12,Adipor1,Serpine2,Gatsl2,Cdkn2d,Hmgcr,Hyou1,Prex2,Mapk8ip1,Ranbp9
GO:0001944	GO:0001944	vasculature development	663	18	9.23950338349902e-05	0.00484150527751639	Dhcr7,Col1a2,Angptl4,Arhgap24,Rgcc,Lox,Col4a2,Col1a1,Nsdhl,Xbp1,Cxcl12,Emp2,Sparc,Hif3a,Plxnd1,Ppp1r16b,Col4a1,Sema5a
GO:0045338	GO:0045338	farnesyl diphosphate metabolic process	2	2	9.40904140814846e-05	0.00484150527751639	Fdft1,Fdps
GO:0061107	GO:0061107	seminal vesicle development	2	2	9.40904140814846e-05	0.00484150527751639	Serpine2,Id4
GO:0007275	GO:0007275	multicellular organism development	4993	73	9.87562121403176e-05	0.00500794183013002	Cd24a,Dhcr7,Per2,Clec5a,Sptb,Col1a2,Dhcr24,Tef,Hspa5,Murc,Angptl4,Insig1,Gna12,Arhgef10,Mal,Brinp1,Arhgap24,Epyc,Leo1,Rgcc,Srd5a1,Lox,Col4a2,Klf15,Drp2,Cacna1s,Chd5,Col1a1,Sgk1,Tsc22d3,Spag9,Cyb5d2,Pmp22,Nav1,Atxn1,Fdps,Dhrs3,Nsdhl,Paqr8,Mpz,Xbp1,Cxcl12,Trp53,Emp2,Tet3,Lrrc8a,Adipor1,Adcy1,Serpine2,Syna,Hsf4,Klf13,Ikbkb,Col14a1,Sparc,Hif3a,Arid5b,Plxnd1,Fa2h,Dbp,Hmgcr,Mtmr2,Cdh3,Mbp,Ppp1r16b,Id4,Prex2,Col4a1,Sema5a,Aacs,Manf,Ugt8a,Tacc1
GO:0050794	GO:0050794	regulation of cellular process	10457	130	0.000101588005135555	0.00507794899956151	Rab34,Vat1,Nlrp1b,Cd24a,Dhcr7,Tfg,Per2,Clec5a,Col1a2,Sptb,Dhcr24,Maml3,Tef,Hspa5,Mprip,Murc,Secisbp2l,Iqgap2,Angptl4,Gna12,Insig1,Arhgef10,Itih5,Mal,Brinp1,Slc7a2,Arhgap24,Snta1,Otud7b,Col28a1,Leo1,Rgcc,Col4a2,Dscc1,Rfc3,Klf15,Scn3b,Chd5,Phlda3,Col1a1,Tsc22d3,Sgk1,Bicd1,Spag9,Adcy8,Cyb5d2,Pmp22,Myo10,Stard4,Tesk2,Ldlr,Slc25a23,Med22,Atxn1,Fdps,Sesn1,Mvd,Dhrs3,Per3,Fscn1,Nsdhl,Gng12,Mpz,Plekhg2,Xbp1,Tsc22d4,Cxcl12,Acsl3,Dda1,Trp53,Gpnmb,Emp2,Tet3,Lrrc8a,Adipor1,Pdia6,Dcun1d4,Adcy1,Serpine2,Gatsl2,Hsf4,Cds2,Dennd4b,Ikbkb,Klf13,Ciart,Col14a1,Sparc,Ppm1l,Hif3a,Arid5b,Lcorl,Cd63,Sdc3,Cdkn2d,Plxnd1,Fa2h,Srebf2,Dbp,Iigp1,Fam107a,Hmgcr,Mtmr2,Cdh3,Abca2,Mvk,Hyou1,Mbp,Rassf4,Ppp1r16b,Med13l,Mzb1,Id4,Prex2,Mid1ip1,Col4a1,Dzip3,Mt1,Hspa8,Sema5a,Aacs,Ppid,Mapk8ip1,Tmod2,Cdk7,Tacc1,Glul,Ash2l,Ranbp9,Mt2
GO:0051234	GO:0051234	establishment of localization	4470	67	0.000103571011369057	0.00510415448986381	Rab34,Slc39a13,Cd24a,Tfg,Per2,Azin1,Clec5a,Kcnk1,Rtp4,Hspa5,Insig1,Slc7a2,Slc25a1,Snta1,Rgcc,Cacng1,Fads2,Klf15,Slco3a1,Scn3b,Cacna1s,Efr3b,Col1a1,Sgk1,Syngr3,Bicd1,Spag9,Slc6a2,Myo10,Stard4,Ldlr,Slc25a23,Atxn1,Xbp1,Cxcl12,Acsl3,Dusp18,Trp53,Emp2,Lrrc8a,Pdia6,Serpine2,Slc9a9,Ikbkb,Mbtps1,Pmp2,Cd63,Fa2h,Srebf2,Hmgcr,Mtmr2,Hnrnpm,Abca2,Cdh3,Hyou1,Tmem63b,Mbp,Mzb1,Trpm3,Hspa8,Sema5a,Aacs,Slc41a1,Ppid,Mapk8ip1,Acat2,Glul
GO:0072358	GO:0072358	cardiovascular system development	677	18	0.000119955561697667	0.00578467151016536	Dhcr7,Col1a2,Angptl4,Arhgap24,Rgcc,Lox,Col4a2,Col1a1,Nsdhl,Xbp1,Cxcl12,Emp2,Sparc,Hif3a,Plxnd1,Ppp1r16b,Col4a1,Sema5a
GO:0006793	GO:0006793	phosphorus metabolic process	2881	48	0.000120686201841118	0.00578467151016536	Cd24a,Mprip,Hspa5,Pcyt2,Ppp2r2c,Rgcc,Acly,Efr3b,Sgk1,Pip5k1b,Spag9,Adcy8,Pigq,Tesk2,Ldlr,Slc25a23,Atxn1,Pank3,Fdps,Sbk1,Mvd,Fdft1,Xbp1,Acsl3,Dusp18,Mboat1,Trp53,Gpnmb,Emp2,Adcy1,Cds2,Ikbkb,Ppm1l,Idi1,Acss2,Cdkn2d,Hmgcr,Mtmr2,Mvk,Mbp,Ppp1r16b,Prex2,Hspa8,Fitm1,Mapk8ip1,Agpat3,Cdk7,Ranbp9
GO:0048519	GO:0048519	negative regulation of biological process	4770	70	0.000131757728676972	0.00615979680135061	Vat1,Cd24a,Per2,Azin1,Clec5a,Sptb,Dhcr24,Mprip,Hspa5,Angptl4,Insig1,Itih5,Brinp1,Arhgap24,Snta1,Otud7b,Col28a1,Leo1,Rgcc,Col4a2,Klf15,Chd5,Phlda3,Col1a1,Sgk1,Bicd1,Tsc22d3,Pmp22,Ldlr,Atxn1,Sesn1,Dhrs3,Per3,Mpz,Xbp1,Tsc22d4,Cxcl12,Trp53,Gpnmb,Adipor1,Serpine2,Gatsl2,Hsf4,Ciart,Klf13,Ikbkb,Sparc,Arid5b,Cd63,Cdkn2d,Plxnd1,Srebf2,Hmgcr,Mtmr2,Cdh3,Mvk,Hyou1,Mbp,Ppp1r16b,Id4,Mzb1,Prex2,Mid1ip1,Mt1,Hspa8,Sema5a,Ppid,Mapk8ip1,Tmod2,Ranbp9
GO:0048856	GO:0048856	anatomical structure development	5488	78	0.000132033369563103	0.00615979680135061	Vat1,Slc39a13,Cd24a,Dhcr7,Per2,Clec5a,Col1a2,Sptb,Dhcr24,Tef,Hspa5,Murc,Angptl4,Gna12,Insig1,Arhgef10,Mal,Brinp1,Arhgap24,Epyc,Leo1,Rgcc,Srd5a1,Lox,Col4a2,Klf15,Drp2,Cacna1s,Chd5,Col1a1,Tsc22d3,Sgk1,Spag9,Cyb5d2,Pmp22,Myo10,Nav1,Atxn1,Fdps,Dhrs3,Fscn1,Nsdhl,Paqr8,Mpz,Xbp1,Cxcl12,Trp53,Emp2,Tet3,Lrrc8a,Adipor1,Adcy1,Serpine2,Syna,Hsf4,Ikbkb,Klf13,Col14a1,Sparc,Hif3a,Arid5b,Cd63,Plxnd1,Fa2h,Dbp,Hmgcr,Mtmr2,Cdh3,Mbp,Ppp1r16b,Id4,Prex2,Col4a1,Sema5a,Aacs,Manf,Ugt8a,Tacc1
GO:0038063	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	11	3	0.000141223272064736	0.00650184511782253	Col4a2,Col1a1,Col4a1
GO:0072359	GO:0072359	circulatory system development	1015	23	0.000152702323582487	0.00693903156123535	Dhcr7,Col1a2,Murc,Angptl4,Arhgap24,Rgcc,Lox,Col4a2,Col1a1,Fdps,Dhrs3,Nsdhl,Xbp1,Cxcl12,Trp53,Emp2,Col14a1,Sparc,Hif3a,Plxnd1,Ppp1r16b,Col4a1,Sema5a
GO:0032787	GO:0032787	monocarboxylic acid metabolic process	513	15	0.0001616531796036	0.00710236574556363	Per2,Insig1,Acly,Fads2,Elovl4,Stard4,Acsl3,Trp53,Adipor1,Elovl6,Acss2,Fa2h,Mid1ip1,Aacs,Acat2
GO:0022411	GO:0022411	cellular component disassembly	296	11	0.000162358060872124	0.00710236574556363	Cd24a,Per2,Sptb,Sgk1,Fscn1,Trp53,Srebf2,Mid1ip1,Sema5a,Hspa8,Tmod2
GO:0030198	GO:0030198	extracellular matrix organization	201	9	0.000162386184522747	0.00710236574556363	Col1a2,Rgcc,Lox,Col1a1,Fscn1,Col14a1,Hsd17b12,Sema5a,Col4a1
GO:0043062	GO:0043062	extracellular structure organization	202	9	0.000168546214908534	0.00728078032055506	Col1a2,Rgcc,Lox,Col1a1,Fscn1,Col14a1,Hsd17b12,Sema5a,Col4a1
